ACADEMIC_YEAR ACADEMIC_TERM EVENT_ID START_DATE PERSON_CODE_ID PEOPLE_ID STATUS_DATE LAST_YEAR LAST_TERM MID_GRADE FINAL_GRADE
2017 FALL MATH120 21-Aug-2017 P093001886 3fd92d75 10-Apr-2017 2017 FALL D F
2017 FALL MATH120 21-Aug-2017 P093001886 3fe7ff5d 18-Aug-2017 2020 SPRING F W
2017 FALL MATH120 21-Aug-2017 P093001886 3fdb2477 05-Apr-2017 2020 SPRING B+ A
2017 FALL MATH120 21-Aug-2017 P093001886 3bab76f9 05-Apr-2017 2020 SPRING A A+
2017 FALL MATH120 21-Aug-2017 P093001886 3fef69a5 09-Aug-2017 2020 SPRING B B
2017 FALL MATH120 21-Aug-2017 P093001886 3ba8fc49 24-Aug-2017 2018 SPRING D W
2017 FALL MATH120 21-Aug-2017 P093001886 3fe8be39 13-Jul-2017 2020 SPRING B B
2017 FALL MATH120 21-Aug-2017 P093001886 3fe811eb 13-Jul-2017 2020 SPRING B A-
2017 FALL MATH120 21-Aug-2017 P093001886 3ba4fec3 20-Mar-2017 2018 SPRING B B
2017 FALL MATH120 21-Aug-2017 P093001886 3fe89f8f 13-Jul-2017 2020 SPRING D F
2017 FALL MATH120 21-Aug-2017 P100021964 3fedd531 14-Jul-2017 2020 SPRING A+ A
2017 FALL MATH120 21-Aug-2017 P100021964 3fde0f43 17-Jul-2017 2020 SPRING A+ A
2017 FALL MATH120 21-Aug-2017 P100021964 3fe9f975 14-Jul-2017 2019 FALL C D-
2017 FALL MATH120 21-Aug-2017 P100021964 3fe80c05 14-Jul-2017 2018 FALL B C
2017 FALL MATH120 21-Aug-2017 P100021964 3fdc11a7 14-Jul-2017 2017 FALL F W
2017 FALL MATH120 21-Aug-2017 P100021964 3feceb53 17-Jul-2017 2020 SPRING A A-
2017 FALL MATH120 21-Aug-2017 P100021964 3fed77ad 14-Jul-2017 2017 FALL C C-
2017 FALL MATH120 21-Aug-2017 P100021964 3fedd905 13-Jul-2017 2018 SPRING A+ A+
2017 FALL MATH120 21-Aug-2017 P100021964 3fe6e8ed 27-Jul-2017 2018 SPRING B W
2017 FALL MATH120 21-Aug-2017 P100021964 3fdfe6b5 14-Jul-2017 2020 SPRING F W
2017 FALL MATH120 21-Aug-2017 P100021964 3fe5784b 17-Jul-2017 2020 SPRING B C
2017 FALL MATH120 21-Aug-2017 P100021964 3fe6ae4b 21-Aug-2017 2020 SPRING A B
2017 FALL MATH120 21-Aug-2017 P100021964 3fe9558d 13-Jul-2017 2020 SPRING F W
2017 FALL MATH120 21-Aug-2017 P100021964 3fe6b9a9 17-Jul-2017 2020 SPRING C C
2017 FALL MATH120 21-Aug-2017 P100021964 3fdd9e4b 23-Jun-2017 2019 SPRING C D
2017 FALL MATH120 21-Aug-2017 P100021964 3fe7728b 13-Jul-2017 2018 FALL B B
2017 FALL MATH120 21-Aug-2017 P100021964 3babbf15 14-Aug-2017 2018 SPRING A A
2017 FALL MATH120 21-Aug-2017 P100021964 3fe7fa17 28-Jun-2017 2020 SPRING A+ A
2017 FALL MATH120 21-Aug-2017 P100021964 3fe2c713 14-Jul-2017 2020 SPRING A B
2017 FALL MATH120 21-Aug-2017 P100021964 3fe64f4b 14-Jul-2017 2020 SPRING A+ A+
2017 FALL MATH120 21-Aug-2017 P100021964 3fe55b59 10-Aug-2017 2020 SPRING B C
2017 FALL MATH120 21-Aug-2017 P100021964 3fe32677 14-Jul-2017 2018 FALL B B
2017 FALL MATH120 21-Aug-2017 P100021964 3fe30e67 14-Jul-2017 2020 SPRING B B
2017 FALL MATH120 21-Aug-2017 P100021964 3fee5475 13-Jul-2017 2020 SPRING A- B
2017 FALL MATH120 21-Aug-2017 P100021964 3fe8ee77 21-Aug-2017 2018 FALL D- F
2017 FALL MATH120 21-Aug-2017 P100021964 3fe5e3ad 14-Jul-2017 2020 SPRING A C
2017 FALL MATH120 21-Aug-2017 P100021964 3fd7ae5f 13-Jul-2017 2020 SPRING A+ A
2017 FALL MATH120 21-Aug-2017 P100021964 3ba778c9 21-Aug-2017 2018 SPRING F W
2017 FALL MATH120 21-Aug-2017 P100021964 3fe1c101 14-Jul-2017 2017 FALL B W
2017 FALL MATH120 21-Aug-2017 P100021964 3fe7b133 14-Jul-2017 2019 SPRING C D
2017 FALL MATH120 21-Aug-2017 P100021964 3fe89585 24-Aug-2017 2020 SPRING C C-
2017 FALL MATH120 21-Aug-2017 P100021964 3fe80ff7 14-Jul-2017 2020 SPRING B B
2017 FALL MATH120 21-Aug-2017 P100021964 3fe32843 14-Jul-2017 2020 SPRING A+ A
2017 FALL MATH120 21-Aug-2017 P100021964 3fe32825 14-Jul-2017 2017 FALL A B-
2017 FALL MATH120 21-Aug-2017 P107265287 3ba97f4d 14-Jul-2017 2019 SPRING B B
2017 FALL MATH120 21-Aug-2017 P107265287 3feea8e9 22-Aug-2017 2020 SPRING A A
2017 FALL MATH120 21-Aug-2017 P107265287 3fe9fc1d 17-Jul-2017 2020 SPRING A A
2017 FALL MATH120 21-Aug-2017 P107265287 3bac7149 05-Apr-2017 2020 SPRING D W
2017 FALL MATH120 21-Aug-2017 P107265287 3fe3065b 17-Jul-2017 2019 SPRING A B
2017 FALL MATH120 21-Aug-2017 P107265287 3fef0541 23-Aug-2017 2018 SPRING A A
2017 FALL MATH120 21-Aug-2017 P107265287 3fea0d4d 13-Jul-2017 2020 SPRING B D
2017 FALL MATH120 21-Aug-2017 P107265287 3fe7878f 14-Jul-2017 2020 SPRING A B
2017 FALL MATH120 21-Aug-2017 P107265287 3fe071ed 14-Jul-2017 2019 SPRING B D
2017 FALL MATH120 21-Aug-2017 P107265287 3fe2bb0b 14-Jul-2017 2020 SPRING A A
2017 FALL MATH120 21-Aug-2017 P107265287 3fe5e551 17-Jul-2017 2020 SPRING A A
2017 FALL MATH120 21-Aug-2017 P107265287 3fe91b77 07-Jul-2017 2020 SPRING A A
2017 FALL MATH120 21-Aug-2017 P107265287 3fe36a1f 14-Jul-2017 2017 FALL B B
2017 FALL MATH120 21-Aug-2017 P107265287 3fe7e293 17-Jul-2017 2020 SPRING C B
2017 FALL MATH120 21-Aug-2017 P107265287 3fec424d 17-Jul-2017 2018 SPRING D D
2017 FALL MATH120 21-Aug-2017 P107265287 3fdefd77 14-Jul-2017 2020 SPRING D C
2017 FALL MATH120 21-Aug-2017 P107265287 3fec1877 17-Jul-2017 2018 SPRING B D
2017 FALL MATH120 21-Aug-2017 P107265287 3fe8f101 17-Jul-2017 2020 SPRING A B
2017 FALL MATH120 21-Aug-2017 P107265287 3fed6597 17-Jul-2017 2020 SPRING A A
2017 FALL MATH120 21-Aug-2017 P107265287 3fe90119 17-Jul-2017 2020 SPRING D C
2017 FALL MATH120 21-Aug-2017 P107265287 3fded1f3 05-Apr-2017 2019 SPRING I W
2017 FALL MATH120 21-Aug-2017 P107265287 3bab0efd 10-Apr-2017 2020 SPRING D C
2017 FALL MATH120 21-Aug-2017 P107265287 3fe6f8dd 17-Jul-2017 2020 SPRING B C
2017 FALL MATH120 21-Aug-2017 P107265287 3fd9efe9 17-Jul-2017 2020 SPRING C B
2017 FALL MATH120 21-Aug-2017 P107265287 3fdabb63 14-Jul-2017 2017 FALL F F
2017 FALL MATH120 21-Aug-2017 P107265287 3babcae1 17-Jul-2017 2020 SPRING A B
2017 FALL MATH120 21-Aug-2017 P107180114 3fdc45d7 17-Jul-2017 2017 FALL D- F
2017 FALL MATH120 21-Aug-2017 P107180114 3fea5c2b 14-Jul-2017 2020 SPRING B B
2017 FALL MATH120 21-Aug-2017 P107180114 3fea3e7b 14-Jul-2017 2020 SPRING A A
2017 FALL MATH120 21-Aug-2017 P107180114 3fd8ec89 13-Jul-2017 2020 SPRING A A
2017 FALL MATH120 21-Aug-2017 P107180114 3fec33bb 18-Aug-2017 2017 FALL B B
2017 FALL MATH120 21-Aug-2017 P107180114 3fdda3d7 17-Jul-2017 2020 SPRING A A
2017 FALL MATH120 21-Aug-2017 P107180114 3fe8579b 18-Jul-2017 2018 SPRING C B
2017 FALL MATH120 21-Aug-2017 P107180114 3fec3285 18-Aug-2017 2020 SPRING A A
2017 FALL MATH120 21-Aug-2017 P107180114 3fe7be03 13-Jul-2017 2020 SPRING B+ B
2017 FALL MATH120 21-Aug-2017 P107180114 3fe54ebb 17-Aug-2017 2019 FALL A A
2017 FALL MATH120 21-Aug-2017 P107180114 3fe4b9c9 17-Jul-2017 2020 SPRING A A
2017 FALL MATH120 21-Aug-2017 P107180114 3fe68b91 10-Aug-2017 2020 SPRING A A
2017 FALL MATH120 21-Aug-2017 P107180114 3fed793d 17-Jul-2017 2019 SPRING C C
2017 FALL MATH120 21-Aug-2017 P107180114 3fe75d2d 25-Aug-2017 2020 SPRING  W
2017 FALL MATH120 21-Aug-2017 P107180114 3fd60861 21-May-2017 2019 SPRING B A
2017 FALL MATH120 21-Aug-2017 P107180114 3fe48017 19-Apr-2017 2017 FALL A A
2017 FALL MATH120 21-Aug-2017 P107180114 3feea8c1 17-Jul-2017 2020 SPRING A- A
2017 FALL MATH120 21-Aug-2017 P107180114 3fe81f47 29-Mar-2017 2020 SPRING A- A
2017 FALL MATH120 21-Aug-2017 P107180114 3fe9bf73 13-Jul-2017 2019 SPRING B+ B
2017 FALL MATH120 21-Aug-2017 P107180114 3fdde6c1 17-Jul-2017 2020 SPRING A A
2017 FALL MATH120 21-Aug-2017 P107180114 3baae531 24-Jul-2017 2019 SUMMER A A
2017 FALL MATH120 21-Aug-2017 P107180114 3fe5ee6b 13-Jul-2017 2020 SPRING A A
2017 FALL MATH120 21-Aug-2017 P107180114 3fdaeda9 21-Aug-2017 2020 SPRING A A
2017 FALL MATH120 21-Aug-2017 P107180114 3bad775b 24-Jul-2017 2019 SPRING A A
2017 FALL MATH120 21-Aug-2017 P107180114 3baae7e3 29-Mar-2017 2020 SPRING A A
2017 FALL MATH120 21-Aug-2017 P107180114 3fd92faf 28-Jul-2017 2020 SPRING A A
2017 FALL MATH120 21-Aug-2017 P107180114 3fdeddb5 29-Mar-2017 2020 SPRING A- B
2017 FALL MATH120 21-Aug-2017 P107180114 3fe99cd7 19-Apr-2017 2017 FALL A A
2017 FALL MATH120 21-Aug-2017 P107180114 3fe6ea05 17-Jul-2017 2018 SPRING F F
2017 FALL MATH120 21-Aug-2017 P107180114 3fe85b65 13-Jul-2017 2020 SPRING A- B
2017 FALL MATH120 21-Aug-2017 P107180114 3ba221d5 20-Aug-2017 2018 SPRING A B
2017 FALL MATH120 21-Aug-2017 P107180114 3fdb801b 06-Apr-2017 2020 SPRING A B
2017 FALL MATH120 21-Aug-2017 P107180114 3feca021 17-Jul-2017 2018 SPRING C+ C
2017 FALL MATH120 21-Aug-2017 P093001886 3feb05c7 13-Jul-2017 2018 SPRING D W
2017 FALL MATH120 21-Aug-2017 P093001886 3fdd3cfd 21-Aug-2017 2020 SPRING A A
2017 FALL MATH120 21-Aug-2017 P093001886 3fe902f9 17-Jul-2017 2020 SPRING D C
2017 FALL MATH120 21-Aug-2017 P093001886 3fe60991 13-Jul-2017 2019 SPRING  W
2017 FALL MATH120 21-Aug-2017 P093001886 3fed1ee3 17-Jul-2017 2017 FALL D W
2017 FALL MATH120 21-Aug-2017 P093001886 3fe767af 12-Jul-2017 2020 SPRING B B
2017 FALL MATH120 21-Aug-2017 P093001886 3fe60149 17-Jul-2017 2018 SPRING D C
2017 FALL MATH120 21-Aug-2017 P093001886 3fe635c9 09-Aug-2017 2020 SPRING A+ A
2017 FALL MATH120 21-Aug-2017 P093001886 3fe55a37 13-Jul-2017 2020 SPRING B B
2017 FALL MATH120 21-Aug-2017 P093001886 3fec18d1 18-Aug-2017 2020 SPRING B B
2017 FALL MATH120 21-Aug-2017 P093001886 3fe21eb7 18-Jul-2017 2020 SPRING D D
2017 FALL MATH120 21-Aug-2017 P093001886 3ba87f3f 16-Mar-2017 2019 SPRING B A
2017 FALL MATH120 21-Aug-2017 P093001886 3fe4ada3 18-Aug-2017 2018 SPRING C C-
2017 FALL MATH120 21-Aug-2017 P093001886 3bad1671 27-Mar-2017 2020 SPRING A A
2017 FALL MATH120 21-Aug-2017 P093001886 3ba720d1 23-Aug-2017 2019 FALL D D-
2017 FALL MATH120 21-Aug-2017 P093001886 3fe88cbb 31-Jul-2017 2019 SPRING D D-
2017 FALL MATH120 21-Aug-2017 P093001886 3fdc0ca7 21-Aug-2017 2019 FALL C B
2017 FALL MATH120 21-Aug-2017 P093001886 3feb6c83 17-Jul-2017 2020 SPRING D D
2017 FALL MATH120 21-Aug-2017 P093001886 3fe5e5c9 17-Jul-2017 2019 SPRING A B
2017 FALL MATH120 21-Aug-2017 P093001886 3fdc28e5 24-Jul-2017 2018 SPRING B B
2017 FALL MATH120 21-Aug-2017 P093001886 3fe78915 14-Jul-2017 2020 SPRING B C
2017 FALL MATH120 21-Aug-2017 P093001886 3ba8f93d 17-Jul-2017 2019 TRSUMMER F W
2017 FALL MATH120 21-Aug-2017 P093001886 3fe6eea1 17-Jul-2017 2020 SPRING C C
2017 FALL MATH120 21-Aug-2017 P093001886 3fe705c1 28-Jul-2017 2020 SPRING A+ A+
2017 FALL MATH120 21-Aug-2017 P093001886 3fe66981 13-Jul-2017 2020 SPRING B B
2017 FALL MATH120 21-Aug-2017 P093001886 3fe661bb 17-Jul-2017 2020 SPRING D C
2017 FALL MATH120 21-Aug-2017 P093001886 3fece9cd 14-Jul-2017 2019 FALL B+ A
2017 FALL MATH120 21-Aug-2017 P093001886 3fec8145 17-Jul-2017 2020 SPRING B B
2017 FALL MATH120 21-Aug-2017 P093001886 3ba4c39f 20-Aug-2017 2020 SPRING B C
2017 FALL MATH120 21-Aug-2017 P093001886 3fe2c35d 14-Jul-2017 2020 SPRING B D-
2017 FALL MATH120 21-Aug-2017 P093001886 3fe66ad5 17-Jul-2017 2020 SPRING  W
2017 FALL MATH120 21-Aug-2017 P093001886 3fe89247 30-Aug-2017 2020 SPRING A A
2017 FALL MATH120 21-Aug-2017 P093001886 3fde4409 05-Apr-2017 2020 SPRING A A
2017 FALL MATH120 21-Aug-2017 P093001886 3fdc155d 05-Apr-2017 2020 SPRING B B
2017 FALL MATH120 21-Aug-2017 P093001886 3fda85b7 17-Jul-2017 2020 SPRING C C+
2017 FALL MATH120 21-Aug-2017 P107265286 3fdf5bb9 14-Jul-2017 2020 SPRING B- C+
2017 FALL MATH120 21-Aug-2017 P107265286 3fe66111 14-Jul-2017 2020 SPRING C+ C+
2017 FALL MATH120 21-Aug-2017 P107265286 3fe181c3 14-Jul-2017 2020 SPRING A A+
2017 FALL MATH120 21-Aug-2017 P107265286 3fea2c29 03-Aug-2017 2017 FALL C+ F
2017 FALL MATH120 21-Aug-2017 P107265286 3fe950b5 14-Jul-2017 2017 FALL C- C-
2017 FALL MATH120 21-Aug-2017 P107265286 3fe67af7 13-Jul-2017 2020 SPRING D F
2017 FALL MATH120 21-Aug-2017 P107265286 3fe312c7 14-Jul-2017 2020 SPRING C- C-
2017 FALL MATH120 21-Aug-2017 P107265286 3feb6cab 18-Jul-2017 2018 SPRING  W
2017 FALL MATH120 21-Aug-2017 P107265286 3ba652e1 08-Aug-2017 2020 SPRING A- A-
2017 FALL MATH120 21-Aug-2017 P107265286 3fdef719 18-Jul-2017 2020 SPRING D D
2017 FALL MATH120 21-Aug-2017 P107265286 3fdaf3cb 14-Jul-2017 2020 SPRING C- C-
2017 FALL MATH120 21-Aug-2017 P107265286 3fd65357 14-Jul-2017 2020 SPRING C+ C+
2017 FALL MATH120 21-Aug-2017 P107265286 3fd90999 17-Jul-2017 2020 SPRING  W
2017 FALL MATH120 21-Aug-2017 P107265286 3fd830af 18-Jul-2017 2018 FALL D- D
2017 FALL MATH120 21-Aug-2017 P107265286 3fd819b7 14-Jul-2017 2017 FALL B- B-
2017 FALL MATH120 21-Aug-2017 P107265286 3fe5d39f 14-Jul-2017 2020 SPRING A- B+
2017 FALL MATH120 21-Aug-2017 P107265286 3fe80d8b 17-Jul-2017 2018 FALL F F
2017 FALL MATH120 21-Aug-2017 P107265286 3fea4281 18-Jul-2017 2018 SPRING D+ F
2017 FALL MATH120 21-Aug-2017 P107265286 3fe6ab5d 14-Jul-2017 2020 SPRING C+ C+
2017 FALL MATH120 21-Aug-2017 P107265286 3fe9a76d 17-Jul-2017 2018 FALL C B-
2017 FALL MATH120 21-Aug-2017 P107265286 3fe5dd9f 14-Jul-2017 2017 FALL  W
2017 FALL MATH120 21-Aug-2017 P107265286 3fe610fd 14-Jul-2017 2020 SPRING  W
ACADEMIC_YEAR ACADEMIC_TERM EVENT_ID START_DATE PERSON_CODE_ID PEOPLE_ID STATUS_DATE LAST_YEAR LAST_TERM MID_GRADE FINAL_GRADE
2017 FALL MATH209 21-Aug-2017 P002014415 3fd8c92f 06-Apr-2017 2020 SPRING A A
2017 FALL MATH209 21-Aug-2017 P002014415 3fece8fb 27-Jul-2017 2019 SPRING A- B-
2017 FALL MATH209 21-Aug-2017 P002014415 3fe1d051 16-Aug-2017 2020 SPRING D C
2017 FALL MATH209 21-Aug-2017 P002014415 3fda4291 17-Jul-2017 2020 SPRING C C-
2017 FALL MATH209 21-Aug-2017 P002014415 3fe08ccd 17-Jul-2017 2020 SPRING C C
2017 FALL MATH209 21-Aug-2017 P002014415 3fdfe075 24-Aug-2017 2020 SPRING B+ A
2017 FALL MATH209 21-Aug-2017 P002014415 3fe787a3 17-Jul-2017 2020 SPRING B+ B-
2017 FALL MATH209 21-Aug-2017 P002014415 3fe6e163 14-Jul-2017 2017 FALL  W
2017 FALL MATH209 21-Aug-2017 P002014415 3fd91821 17-Jul-2017 2018 FALL C+ C
2017 FALL MATH209 21-Aug-2017 P002014415 3ba6252d 23-Mar-2017 2018 SPRING B B
2017 FALL MATH209 21-Aug-2017 P002014415 3fd84531 17-Jul-2017 2017 FALL F F
2017 FALL MATH209 21-Aug-2017 P002014415 3fe9db1b 14-Jul-2017 2017 FALL F W
2017 FALL MATH209 21-Aug-2017 P002014415 3fe26683 23-Aug-2017 2020 SPRING B B
2017 FALL MATH209 21-Aug-2017 P002014415 3fe28d1b 14-Jul-2017 2018 SPRING C- F
2017 FALL MATH209 21-Aug-2017 P002014415 3fdcc525 11-Apr-2017 2020 SPRING B A
2017 FALL MATH209 21-Aug-2017 P002014415 3fe5f63b 13-Jul-2017 2018 SPRING D- D-
2017 FALL MATH209 21-Aug-2017 P002014415 3fe909c5 13-Jul-2017 2019 SPRING A A
2017 FALL MATH209 21-Aug-2017 P002014415 3bad2d55 20-Jun-2017 2018 SPRING F C
2017 FALL MATH209 21-Aug-2017 P002014415 3fe55f73 17-Jul-2017 2017 FALL  W
2017 FALL MATH209 21-Aug-2017 P002014415 3fd5b7e9 23-Mar-2017 2019 SPRING A A+
2017 FALL MATH209 21-Aug-2017 P002014415 3feed4db 14-Jul-2017 2018 FALL B+ B
2017 FALL MATH209 21-Aug-2017 P002014415 3fd61c75 18-Aug-2017 2018 SPRING B A-
2017 FALL MATH209 21-Aug-2017 P002014415 3fe77709 13-Jul-2017 2020 SPRING A C
2017 FALL MATH209 21-Aug-2017 P002014415 3fe5ed53 18-Aug-2017 2020 SPRING B B+
2017 FALL MATH209 21-Aug-2017 P002014415 3fe8c479 14-Jul-2017 2018 SPRING A A
2017 FALL MATH209 21-Aug-2017 P002014415 3fe6270f 10-Aug-2017 2018 SPRING B C
2017 FALL MATH209 21-Aug-2017 P002014415 3fe8bf0b 18-Aug-2017 2017 FALL C W
2017 FALL MATH209 21-Aug-2017 P002014415 3fe363df 14-Jul-2017 2020 SPRING B B-
2017 FALL MATH209 21-Aug-2017 P002014415 3fe5789b 01-Aug-2017 2020 SPRING C C-
2017 FALL MATH209 21-Aug-2017 P089003876 3fd8c92f 06-Apr-2017 2020 SPRING A A
2017 FALL MATH209 21-Aug-2017 P089003876 3fece8fb 27-Jul-2017 2019 SPRING A- B-
2017 FALL MATH209 21-Aug-2017 P089003876 3fe1d051 16-Aug-2017 2020 SPRING D C
2017 FALL MATH209 21-Aug-2017 P089003876 3fda4291 17-Jul-2017 2020 SPRING C C-
2017 FALL MATH209 21-Aug-2017 P089003876 3fe08ccd 17-Jul-2017 2020 SPRING C C
2017 FALL MATH209 21-Aug-2017 P089003876 3fdfe075 24-Aug-2017 2020 SPRING B+ A
2017 FALL MATH209 21-Aug-2017 P089003876 3fe787a3 17-Jul-2017 2020 SPRING B+ B-
2017 FALL MATH209 21-Aug-2017 P089003876 3fe6e163 14-Jul-2017 2017 FALL  W
2017 FALL MATH209 21-Aug-2017 P089003876 3fd91821 17-Jul-2017 2018 FALL C+ C
2017 FALL MATH209 21-Aug-2017 P089003876 3ba6252d 23-Mar-2017 2018 SPRING B B
2017 FALL MATH209 21-Aug-2017 P089003876 3fd84531 17-Jul-2017 2017 FALL F F
2017 FALL MATH209 21-Aug-2017 P089003876 3fe9db1b 14-Jul-2017 2017 FALL F W
2017 FALL MATH209 21-Aug-2017 P089003876 3fe26683 23-Aug-2017 2020 SPRING B B
2017 FALL MATH209 21-Aug-2017 P089003876 3fe28d1b 14-Jul-2017 2018 SPRING C- F
2017 FALL MATH209 21-Aug-2017 P089003876 3fdcc525 11-Apr-2017 2020 SPRING B A
2017 FALL MATH209 21-Aug-2017 P089003876 3fe5f63b 13-Jul-2017 2018 SPRING D- D-
2017 FALL MATH209 21-Aug-2017 P089003876 3fe909c5 13-Jul-2017 2019 SPRING A A
2017 FALL MATH209 21-Aug-2017 P089003876 3bad2d55 20-Jun-2017 2018 SPRING F C
2017 FALL MATH209 21-Aug-2017 P089003876 3fe55f73 17-Jul-2017 2017 FALL  W
2017 FALL MATH209 21-Aug-2017 P089003876 3fd5b7e9 23-Mar-2017 2019 SPRING A A+
2017 FALL MATH209 21-Aug-2017 P089003876 3feed4db 14-Jul-2017 2018 FALL B+ B
2017 FALL MATH209 21-Aug-2017 P089003876 3fd61c75 18-Aug-2017 2018 SPRING B A-
2017 FALL MATH209 21-Aug-2017 P089003876 3fe77709 13-Jul-2017 2020 SPRING A C
2017 FALL MATH209 21-Aug-2017 P089003876 3fe5ed53 18-Aug-2017 2020 SPRING B B+
2017 FALL MATH209 21-Aug-2017 P089003876 3fe8c479 14-Jul-2017 2018 SPRING A A
2017 FALL MATH209 21-Aug-2017 P089003876 3fe6270f 10-Aug-2017 2018 SPRING B C
2017 FALL MATH209 21-Aug-2017 P089003876 3fe8bf0b 18-Aug-2017 2017 FALL C W
2017 FALL MATH209 21-Aug-2017 P089003876 3fe363df 14-Jul-2017 2020 SPRING B B-
2017 FALL MATH209 21-Aug-2017 P089003876 3fe5789b 01-Aug-2017 2020 SPRING C C-
2017 FALL MATH209 21-Aug-2017 P002014415 3fe29261 29-Mar-2017 2020 SPRING A A
2017 FALL MATH209 21-Aug-2017 P002014415 3fe4b857 13-Jul-2017 2020 SPRING B C+
2017 FALL MATH209 21-Aug-2017 P002014415 3fea0c99 13-Jul-2017 2018 SPRING B C
2017 FALL MATH209 21-Aug-2017 P002014415 3fe35197 14-Jul-2017 2019 FALL B B-
2017 FALL MATH209 21-Aug-2017 P002014415 3fd698fd 26-Jul-2017 2020 SPRING B B-
2017 FALL MATH209 21-Aug-2017 P002014415 3fedc1a9 10-Jul-2017 2018 SPRING B C-
2017 FALL MATH209 21-Aug-2017 P002014415 3fe8088b 13-Jul-2017 2020 SPRING B B-
2017 FALL MATH209 21-Aug-2017 P002014415 3ba3d877 20-Mar-2017 2017 FALL B B
2017 FALL MATH209 21-Aug-2017 P002014415 3fdae65b 29-Mar-2017 2020 SPRING A A+
2017 FALL MATH209 21-Aug-2017 P002014415 3fef5497 02-Aug-2017 2019 FALL B B
2017 FALL MATH209 21-Aug-2017 P002014415 3fdb4083 05-Apr-2017 2020 SPRING A A
2017 FALL MATH209 21-Aug-2017 P002014415 3fd7c2a5 04-Aug-2017 2020 SPRING B A-
2017 FALL MATH209 21-Aug-2017 P002014415 3ba8d827 05-Apr-2017 2020 SPRING A A+
2017 FALL MATH209 21-Aug-2017 P002014415 3ba3d63d 22-Mar-2017 2020 SPRING A A
2017 FALL MATH209 21-Aug-2017 P002014415 3feb8ef7 22-Aug-2017 2018 FALL C C-
2017 FALL MATH209 21-Aug-2017 P002014415 3bab3f9f 12-Jul-2017 2019 SPRING B A-
2017 FALL MATH209 21-Aug-2017 P002014415 3babd3b5 05-Apr-2017 2017 FALL A- A
2017 FALL MATH209 21-Aug-2017 P002014415 3fe5ca8f 14-Jul-2017 2020 SPRING A A
2017 FALL MATH209 21-Aug-2017 P002014415 3fdaef57 05-Apr-2017 2020 SPRING A A
2017 FALL MATH209 21-Aug-2017 P002014415 3fdcbda5 05-Apr-2017 2020 SPRING A A
2017 FALL MATH209 21-Aug-2017 P002014415 3fdb0631 12-Apr-2017 2018 SPRING A B
2017 FALL MATH209 21-Aug-2017 P002014415 3fe348ff 13-Jul-2017 2018 SPRING C- D
2017 FALL MATH209 21-Aug-2017 P002014415 3fe58c05 12-Jul-2017 2020 SPRING B C
2017 FALL MATH209 21-Aug-2017 P002014415 3fdb2143 29-Mar-2017 2019 SPRING A B+
2017 FALL MATH209 21-Aug-2017 P002014415 3fe22de9 13-Jul-2017 2020 SPRING B C
2017 FALL MATH209 21-Aug-2017 P002014415 3ba86973 08-Jun-2017 2020 SPRING C+ B-
2017 FALL MATH209 21-Aug-2017 P002014415 3babfbfb 23-Mar-2017 2020 SPRING A A+
2017 FALL MATH209 21-Aug-2017 P002014415 3bad18c9 23-Mar-2017 2018 FALL B B
2017 FALL MATH209 21-Aug-2017 P002014415 3ba5dca3 21-Mar-2017 2019 SPRING A A
2017 FALL MATH209 21-Aug-2017 P002014415 3fe5ddd1 12-Jul-2017 2019 SPRING A A
2017 FALL MATH209 21-Aug-2017 P002014415 3fe29667 12-Jul-2017 2020 SPRING B- B
2017 FALL MATH209 21-Aug-2017 P002014415 3fe5daed 13-Jul-2017 2018 SPRING C+ B-
2017 FALL MATH209 21-Aug-2017 P002014415 3ba4388f 14-Aug-2017 2018 SPRING F F
2017 FALL MATH209 21-Aug-2017 P002014415 3feb89e3 14-Jul-2017 2018 SPRING D+ D-
2017 FALL MATH209 21-Aug-2017 P002014415 3fd8d933 14-Jul-2017 2020 SPRING A A+
2017 FALL MATH209 21-Aug-2017 P002014415 3fdd6859 09-Aug-2017 2020 SPRING B+ A
2017 FALL MATH209 21-Aug-2017 P002014415 3fe61143 13-Jul-2017 2020 SPRING D C-
2017 FALL MATH209 21-Aug-2017 P002014415 3baa16fb 05-Apr-2017 2020 SPRING B B
2017 FALL MATH209 21-Aug-2017 P002014415 3ba832af 04-Aug-2017 2019 SUMMER D D
2017 FALL MATH209 21-Aug-2017 P002014415 3fe89459 13-Jul-2017 2018 SPRING A A+
2017 FALL MATH209 21-Aug-2017 P002014415 3fe75d2d 10-Apr-2017 2020 SPRING A A+
2017 FALL MATH209 21-Aug-2017 P002014415 3ba720d1 22-Aug-2017 2019 FALL C C
2017 FALL MATH209 21-Aug-2017 P002014415 3fea0ff5 14-Jul-2017 2018 SPRING A A
2017 FALL MATH209 21-Aug-2017 P002014415 3fe89a03 13-Jul-2017 2018 SPRING B+ F
2017 FALL MATH209 21-Aug-2017 P002014415 3fe272ef 14-Jul-2017 2019 SPRING D F
2017 FALL MATH209 21-Aug-2017 P002014415 3fef3557 24-Jul-2017 2019 SUMMER C+ D
2017 FALL MATH209 21-Aug-2017 P002014415 3bad061d 05-Apr-2017 2020 SPRING A A
2017 FALL MATH209 21-Aug-2017 P002014415 3fe4b681 23-Mar-2017 2018 FALL C D
2017 FALL MATH209 21-Aug-2017 P002014415 3fea5c85 13-Jul-2017 2020 SPRING B+ B
