Semester Taken,ID,Mathrecommendation,Adjusted Score,Raw Score
SP2019,   3ff4c1d9,   MATH112,,22
SP2019,   3ff4c297,   MATH120,,35
SP2019,   3ff4c2a1,   MATH120,,36
SP2019,   3ff4c3a5,   MATH120,,27
SP2019,   3ff4c3af,   MATH115,,24
SP2019,   3ff4c3d7,   MATH112,,18
SP2019,   3ff4c4db,   MATH120,,24
SP2019,   3ff4c517,   MATH112,,8
SP2019,   3ff4c5f3,   MATH112,,21
SP2019,   3ff4c643,   MATH112,,16
SP2019,   3ff4c9ef,   MATH120,,27
SP2019,   3ff4ca49,   MATH112,,12
SP2019,   3ff4ca53,   MATH112,,15
SP2019,   3ff4ca8f,   MATH120,,35
SP2019,   3ff4cba7,   MATH120,,28
SP2019,   3ff4cbb1,   MATH115,,24
SP2019,   3ff4cca1,   MATH120,,28
SP2019,   3ff4ccab,   MATH120,,33
SP2019,   3ff4cd7d,   MATH120,,31
SP2019,   3ff4cda5,   MATH120,,29
SP2019,   3ff4cdcd,   MATH120,,29
SP2019,   3ff4ce1d,   MATH112,,18
SP2019,   3ff4cf67,   MATH120,,33
SP2019,   3ff4d061,   MATH115,,12
SP2019,   3ff4d0a7,   MATH115,,24
SP2019,   3ff4d0e3,   MATH112,,14
SP2019,   3ff4d1fb,   MATH115,,17
SP2019,   3ff4d31d,   MATH112,,20
SP2019,   3ff4d36d,   MATH112,,25
SP2019,   3ff4d39f,   MATH120,,29
SP2019,   3ff4d47b,   MATH115,,6
SP2019,   3ff4d499,   MATH120,,36
SP2019,   3ff4d4d5,   MATH120,,34
SP2019,   3ff4d59d,   MATH112,,20
SP2019,   3ff4d5d9,   MATH115,,16
SP2019,   3ff4d6fb,   MATH112,,16
SP2019,   3ff4d755,   MATH115,,22
SP2019,   3ff4d7eb,   MATH115,,19
SP2019,   3ff4d859,   MATH112,,20
SP2019,   3ff4d90d,   MATH112,,17
SP2019,   3ff4dbf1,   MATH115,,21
SP2019,   3ff4ddd1,   MATH115,,15
SP2019,   3ff4df1b,   MATH112,,19
SP2019,   3ff4df9d,   MATH112,,19
SP2019,   3ff4e12d,   MATH115,,21
SP2019,   3ff4e1cd,   MATH112,,18
SP2019,   3ff4e2bd,   MATH120,,33
SP2019,   3ff4e597,   MATH115,,9
SP2019,   3ff4e5bf,   MATH120,,31
SP2019,   3ff4e763,   MATH120,,31
SP2019,   3ff4e83f,   MATH112,,18
SP2019,   3ff4ea3d,   MATH120,,23
SP2019,   3ff4eaa1,   MATH120,,29
SP2019,   3ff4ebc3,   MATH120,,28
SP2019,   3ff4ebc3,   MATH120,,28
SP2019,   3ff4ec45,   MATH112,,9
SP2019,   3ff4eeb1,   MATH115,,19
SP2019,   3ff4eeb1,   MATH115,,19
SP2019,   3ff4f041,   MATH112,,18
SP2019,   3ff4f05f,   MATH120,,35
SP2019,   3ff4f05f,   MATH120,,35
SP2019,   3ff4f18b,   MATH120,,24
SP2019,   3ff4f2cb,   MATH115,,18
SP2019,   3ff4f32f,   MATH112,,17
SP2019,   3ff4f5af,   MATH112,,13
SP2019,   3ff4f735,   MATH112,,16
SP2019,   3ff4fb27,   MATH112,,22
SP2019,   3ff4fbdb,   MATH115,,22
SP2019,   3ff4fbf9,   MATH112,,20
SP2019,   3ff4fc8f,   MATH120,,29
SP2019,   3ff4fcb7,   MATH115,,25
SP2019,   3ff4fda7,   MATH112,,14
SP2028,   3ff4fe51,   MATH112,,13
SP2019,   3ff4fe83,   MATH120,,29
SP2019,   3ff4ff7d,   MATH120,,23
SP2019,   3ff5009f,   MATH120,,26
SP2019,   3ff50293,   MATH115,,17
SP2019,   3ff50577,   MATH115,,18
SP2019,   3ff505e5,   MATH120,,26
SP2019,   3ff505ef,   MATH115,,11
SP2019,   3ff5063f,   MATH112,,15
SP2019,   3ff50653,   MATH112,,11
SP2019,   3ff50919,   MATH120,,30
SP2019,   3ff509c3,   MATH112,,19
SP2019,   3ff509c3,   MATH112,,17
SP2019,   3ff509e1,   MATH112,,9
SP2019,   3ff50a09,   MATH115,,22
SP2019,   3ff50a8b,   MATH120,,33
SP2019,   3ff50aa9,   MATH112,,17
SP2019,   3ff50ab3,   MATH115,,22
SP2019,   3ff50c11,   MATH115,,13
SP2019,   3ff50c39,   MATH120,,27
SP2019,   3ff50ccf,   MATH120,,28
SP2019,   3ff50dab,   MATH112,,19
SP2019,   3ff50fc7,   MATH120,,32
SP2019,   3ff51053,   MATH112,,13
SP2019,   3ff510fd,   MATH115,,19
SP2019,   3ff51265,   MATH115,,20
SP2019,   3ff514e5,   MATH115,,17
SP2019,   3ff51571,   MATH112,,15
SP2019,   3ff516cf,   MATH112,,19
SP2019,   3ff51747,   MATH120,,30
SP2019,   3ff518d7,   MATH120,,23
SP2019,   3ff52255,   MATH120,,23
SP2019,   3ff523a9,   MATH120,,29
SP2019,   3ff523b3,   MATH120,,30
SP2019,   3ff524a3,   MATH120,,25
SP2019,   3ff52557,   MATH115,,14
SP2019,   3ff52561,   MATH112,,20
SP2019,   3ff52697,   MATH112,,22
SP2019,   3ff52723,   MATH120,,23
SP2019,   3ff52877,   MATH112,,7
SP2019,   3ff52b5b,   MATH115,,12
SP2019,   3ff52b83,   MATH120,,26
SP2019,   3ff52d77,   MATH112,,16
SP2019,   3ff52f89,   MATH120,,24
SP2019,   3ff53001,   MATH120,,36
SP2019,   3ff530f1,   MATH120,,26
SP2019,   3ff532e5,   MATH120,,23
SP2019,   3ff53385,   MATH112,,12
SP2019,   3ff535dd,   MATH115,,18
SP2019,   3ff536ff,   MATH120,,27
SP2019,   3ff53777,   MATH112,,10
SP2019,   3ff5383f,   MATH112,,10
SP2019,   3ff5383f,   MATH112,,13
SP2019,   3ff539b1,   MATH112,,20
SP2019,   3ff539cf,   MATH112,,10
SP2019,   3ff539cf,   MATH112,,10
SP2019,   3ff539ed,   MATH115,,16
SP2019,   3ff53a01,   MATH115,,19
SP2019,   3ff53a29,   MATH115,,22
SP2019,   3ff53d99,   MATH115,,9
SP2019,   3ff53da3,   MATH112,,20
SP2019,   3ff53dd5,   MATH120,,31
SP2019,   3ff53ea7,   MATH115,,15
SP2019,   3ff54019,   MATH115,,20
SP2019,   3ff540a5,   MATH120,,26
SP2019,   3ff5445b,   MATH115,,18
SP2019,   3ff54483,   MATH115,,15
SP2019,   3ff5448d,   MATH112,,10
SP2019,   3ff5448d,   MATH112,,13
SP2019,   3ff5448d,   MATH112,,13
SP2019,   3ff54645,   MATH120,,29
SP2019,   3ff54645,   MATH120,,29
SP2019,   3ff5489d,   MATH120,,26
SP2019,   3ff54951,   MATH112,,14
SP2019,   3ff54acd,   MATH112,,5
SP2019,   3ff54b77,   MATH120,,30
SP2019,   3ff54bf9,   MATH120,,25
SP2019,   3ff54c35,   MATH115,,24
SP2019,   3ff54c85,   MATH120,,31
SP2019,   3ff55045,   MATH112,,13
SP2019,   3ff5504f,   MATH112,,22
SP2019,   3ff55329,   MATH112,,21
SP2019,   3ff553a1,   MATH120,,28
SP2019,   3ff5551d,   MATH112,,16
SP2019,   3ff55563,   MATH112,,20
SP2019,   3ff55711,   MATH112,,11
SP2019,   3ff55725,   MATH115,,17
SP2019,   3ff55743,   MATH115,,18
SP2019,   3ff55793,   MATH120,,24
SP2019,   3ff55829,   MATH112,,12
SP2019,   3ff5583d,   MATH120,,31
SP2019,   3ff5594b,   MATH112,,22
SP2019,   3ff55b71,   MATH115,,24
SP2019,   3ff55c61,   MATH120,,30
SP2019,   3ff55ca7,   MATH115,,25
SP2019,   3ff55f63,   MATH112,,23
SP2019,   3ff55f6d,   MATH115,,17
SP2019,   3ff55f95,   MATH112,,18
SP2019,   3ff55fc7,   MATH112,,10
SP2019,   3ff55fd1,   MATH115,,12
SP2019,   3ff56279,   MATH120,,30
SP2019,   3ff5630f,   MATH120,,29
SP2019,   3ff5632d,   MATH112,,11
SP2019,   3ff56409,   MATH115,,13
SP2019,   3ff564b3,   MATH115,,16
SP2019,   3ff564d1,   MATH112,,19
SP2019,   3ff564db,   MATH115,,13
SP2019,   3ff56567,   MATH120,,26
SP2019,   3ff56585,   MATH120,,31
SP2019,   3ff565b7,   MATH120,,28
SP2019,   3ff56689,   MATH112,,11
SP2019,   3ff56729,   MATH115,,21
SP2019,   3ff567bf,   MATH112,,21
SP2019,   3ff56a2b,   MATH115,,12
SP2019,   3ff56b11,   MATH115,,17
SP2019,   3ff56b39,   MATH120,,35
SP2019,   3ff56c83,   MATH115,,22
SP2019,   3ff56c83,   MATH115,,22
SP2019,   3ff56d37,   MATH115,,19
SP2019,   3ff56e45,   MATH115,,15
SP2019,   3ff56e8b,   MATH115,,24
SP2019,   3ff56fe9,   MATH120,,31
SP2019,   3ff56ffd,   MATH115,,24
SP2019,   3ff57043,   MATH112,,22
SP2019,   3ff5713d,   MATH115,,19
SP2019,   3ff571e7,   MATH112,,17
SP2019,   3ff571e7,   MATH112,,17
SP2019,   3ff571fb,   MATH115,,17
SP2019,   3ff5736d,   MATH112,,22
SP2019,   3ff57593,   MATH112,,14
SP2019,   3ff575ed,   MATH112,,12
SP2019,   3ff575f7,   MATH115,,10
SP2019,   3ff57615,   MATH112,,19
SP2019,   3ff5761f,   MATH112,,19
SP2019,   3ff5761f,   MATH112,,19
SP2019,   3ff5765b,   MATH115,,21
SP2019,   3ff5775f,   MATH120,,26
SP2019,   3ff578ef,   MATH115,,22
SP2019,   3ff57a1b,   MATH120,,26
SP2019,   3ff57a2f,   MATH120,,33
SP2019,   3ff57aed,   MATH112,,12
SP2019,   3ff57b1f,   MATH112,,13
SP2019,   3ff57b79,   MATH120,,27
SP2019,   3ff57b97,   MATH112,,20
SP2019,   3ff57d8b,   MATH120,,24
SP2019,   3ff57e53,   MATH120,,29
SP2019,   3ff57efd,   MATH115,,12
SP2019,   3ff58001,   MATH115,,24
SP2019,   3ff580fb,   MATH115,,14
SP2019,   3ff582bd,   MATH112,,20
SP2019,   3ff58317,   MATH115,,16
SP2019,   3ff58317,   MATH115,,16
SP2019,   3ff583cb,   MATH112,,19
SP2019,   3ff58407,   MATH112,,19
SP2019,   3ff584a7,   MATH115,,22
SP2019,   3ff58533,   MATH115,,9
SP2019,   3ff58551,   MATH112,,18
SP2019,   3ff58579,   MATH120,,33
SP2019,   3ff585c9,   MATH112,,21
SP2019,   3ff585fb,   MATH112,,13
SP2019,   3ff586b9,   MATH112,,16
SP2019,   3ff586c3,   MATH112,,11
SP2019,   3ff5879f,   MATH120,,26
SP2019,   3ff5879f,   MATH120,,27
SP2019,   3ff588fd,   MATH112,,9
SP2019,   3ff588fd,   MATH112,,17
SP2019,   3ff58957,   MATH112,,21
SP2019,   3ff58989,   MATH115,,23
SP2019,   3ff58af1,   MATH112,,20
SP2019,   3ff58af1,   MATH112,,15
SP2019,   3ff58b37,   MATH112,,21
SP2019,   3ff58b69,   MATH112,,11
SP2019,   3ff58c59,   MATH120,,32
SP2019,   3ff58c77,   MATH115,,20
SP2019,   3ff58d99,   MATH112,,13
SP2019,   3ff58f33,   MATH112,,12
SP2019,   3ff58f79,   MATH112,,12
SP2019,   3ff58fa1,   MATH120,,23
SP2019,   3ff58ffb,   MATH112,,21
SP2019,   3ff590f5,   MATH112,,9
SP2019,   3ff590f5,   MATH112,,5
SP2019,   3ff590ff,   MATH112,,19
SP2019,   3ff590ff,   MATH112,,20
SP2019,   3ff5925d,   MATH115,,24
SP2019,   3ff5925d,   MATH115,,23
SP2019,   3ff592cb,   MATH112,,15
SP2019,   3ff5936b,   MATH115,,11
SP2019,   3ff59375,   MATH112,,19
SP2019,   3ff59393,   MATH115,,22
SP2019,   3ff593e3,   MATH115,,25
SP2019,   3ff59541,   MATH112,,17
SP2019,   3ff597fd,   MATH112,,21
SP2019,   3ff5990b,   MATH120,,26
SP2019,   3ff59915,   MATH112,,22
SP2019,   3ff5995b,   MATH120,,26
SP2019,   3ff599b5,   MATH120,,25
SP2019,   3ff599c9,   MATH115,,20
SP2019,   3ff59a41,   MATH115,,17
SP2019,   3ff59a5f,   MATH112,,6
SP2019,   3ff59b59,   MATH112,,25
SP2019,   3ff59bef,   MATH120,,31
SP2019,   3ff59bf9,   MATH120,,25
SP2019,   3ff59c3f,   MATH120,,33
SP2019,   3ff59c99,   MATH112,,19
SP2019,   3ff59c99,   MATH112,,18
SP2019,   3ff59c99,   MATH112,,16
SP2019,   3ff59cad,   MATH112,,3
SP2019,   3ff59dc5,   MATH112,,8
SP2019,   3ff59e33,   MATH112,,21
SP2019,   3ff59ed3,   MATH115,,18
SP2019,   3ff59ef1,   MATH112,,21
SP2019,   3ff59f19,   MATH120,,28
SP2019,   3ff59f19,   MATH120,,28
SP2019,   3ff59f4b,   MATH115,,7
SP2019,   3ff59f73,   MATH112,,19
SP2019,   3ff5a0b3,   MATH115,,23
SP2019,   3ff5a121,   MATH112,,25
SP2019,   3ff5a13f,   MATH120,,28
SP2019,   3ff5a563,   MATH112,,7
SP2019,   3ff5a667,   MATH112,,16
SP2019,   3ff5a711,   MATH112,,17
SP2019,   3ff5a7b1,   MATH112,,11
SP2019,   3ff5a919,   MATH120,,24
SP2019,   3ff5a97d,   MATH115,,23
SP2019,   3ff5a99b,   MATH115,,21
SP2019,   3ff5ab0d,   MATH112,,9
SP2019,   3ff5ab3f,   MATH120,,27
SP2019,   3ff5ab99,   MATH115,,19
SP2019,   3ff5aba3,   MATH120,,27
SP2019,   3ff5abfd,   MATH120,,31
SP2019,   3ff5ac61,   MATH120,,24
SP2019,   3ff5ac75,   MATH112,,24
SP2019,   3ff5acb1,   MATH112,,18
SP2019,   3ff5ad0b,   MATH115,,18
SP2019,   3ff5ad1f,   MATH120,,26
SP2019,   3ff5ad1f,   MATH120,,30
SP2019,   3ff5ad3d,   MATH112,,7
SP2019,   3ff5ad79,   MATH120,,27
SP2019,   3ff5aecd,   MATH115,,23
SP2019,   3ff5aed7,   MATH120,,23
SP2019,   3ff5afdb,   MATH112,,17
SP2019,   3ff5b003,   MATH120,,28
SP2019,   3ff5b00d,   MATH120,,27
SP2019,   3ff5b035,   MATH120,,26
SP2019,   3ff5b07b,   MATH112,,14
SP2019,   3ff5b14d,   MATH120,,26
SP2019,   3ff5b19d,   MATH112,,22
SP2019,   3ff5b1f7,   MATH115,,21
SP2019,   3ff5b251,   MATH112,,18
SP2019,   3ff5b28d,   MATH120,,31
SP2019,   3ff5b297,   MATH120,,35
SP2019,   3ff5b2ab,   MATH112,,21
SP2019,   3ff5b2fb,   MATH120,,33
SP2019,   3ff5b341,   MATH112,,13
SP2019,   3ff5b4db,   MATH120,,25
SP2019,   3ff5b521,   MATH112,,17
SP2019,   3ff5b55d,   MATH112,,14
SP2019,   3ff5b567,   MATH120,,32
SP2019,   3ff5b567,   MATH120,,31
SP2019,   3ff5b5ad,   MATH112,,23
SP2019,   3ff5b8ff,   MATH112,,14
SP2019,   3ff5b9db,   MATH112,,4
SP2019,   3ff5b9db,   MATH112,,12
SP2019,   3ff5bc15,   MATH120,,24
SP2019,   3ff5bc33,   MATH120,,33
SP2019,   3ff5bc47,   MATH120,,28
SP2019,   3ff5c09d,   MATH112,,14
SP2019,   3ff5c16f,   MATH120,,34
SP2019,   3ff5c2a5,   MATH112,,12
SP2019,   3ff5c403,   MATH120,,29
SP2019,   3ff5c42b,   MATH120,,29
SP2019,   3ff5c43f,   MATH120,,32
SP2019,   3ff5c511,   MATH120,,31
SP2019,   3ff5c539,   MATH112,,15
SP2019,   3ff5c589,   MATH120,,29
SP2019,   3ff5c6dd,   MATH115,,23
SP2019,   3ff5c74b,   MATH120,,30
SP2019,   3ff5c755,   MATH112,,15
SP2019,   3ff5c755,   MATH112,,14
SP2019,   3ff5c7cd,   MATH112,,15
SP2019,   3ff5c84f,   MATH115,,16
SP2019,   3ff5c953,   MATH120,,28
SP2019,   3ff5ca4d,   MATH112,,20
SP2019,   3ff5cb47,   MATH112,,20
SP2019,   3ff5cd77,   MATH120,,27
SP2019,   3ff5d0e7,   MATH120,,27
SP2019,   3ff5d371,   MATH120,,30
SP2019,   3ff5d64b,   MATH120,,36
SP2019,   3ff5d83f,   MATH120,,26
SP2023,   3ff5d8a3,   MATH112,,23
SP2019,   3ff68901,   MATH112,,19
SP2033,   3ff6a53f,   MATH112,,14
SP2034,   3ff75aed,   MATH120,,26
SP2031,   3ff75bab,   MATH112,,21
SP2025,   3ff75bb5,   MATH112,,23
SP2027,   3ff775c3,   MATH112,,20
SP2019,   6655a41,   MATH112,,25
SP2019,   6657dff,   MATH112,,25
SP2019,   ca7d753,   MATH120,,36
